retailer_name,onboarding_date,onboarding_status,area_classification,zone_name,city_name,latitude,longitude
"G1538* agarwal store","2020-10-08 18:30:00.000000",Active,Gurgaon-GT,NCR,Gurgaon,28.459,77.044
"G1380* Ankit vita dairy (sector - 28)","2020-07-30 18:30:00.000000",Active,Gurgaon-GT,NCR,Gurgaon,28.46375346,77.08387628
"G1360* ashyan enterprises (chill)","2020-09-18 18:30:00.000000",Active,Gurgaon-GT,NCR,Gurgaon,28.422,77.09
"G1402* Balaji General Store Vakil Market","2020-08-23 18:30:00.000000",Active,Gurgaon-GT,NCR,Gurgaon,28.47367,77.08012
"G1346* balnath store 56","2020-10-28 18:30:00.000000",Active,Gurgaon-GT,NCR,Gurgaon,28.43,77.103
"G1042* brijwashi daily needs(sector-46)","2020-09-20 18:30:00.000000",Active,Gurgaon-GT,NCR,Gurgaon,28.435,77.059
"G1302* daily mart (Takshila Hights) (Amit)","2020-10-20 18:30:00.000000",Active,Gurgaon-GT,NCR,Gurgaon,28.449,76.986
"G1299* DAILY NEEDS SECTOR - 37C (Amit)","2020-10-20 18:30:00.000000",Active,Gurgaon-GT,NCR,Gurgaon,28.452,76.988
"G1114* Daily Needs-69","2020-10-29 18:30:00.000000",Active,Gurgaon-GT,NCR,Gurgaon,28.394,77.032
"G1110* dheeraj super mart 70","2020-11-24 18:30:00.000000",Active,Gurgaon-GT,NCR,Gurgaon,28.386,77.022
"G1081* ekta dairy","2020-10-09 18:30:00.000000",Active,Gurgaon-GT,NCR,Gurgaon,28.418,77.056
"G1115* fresh choice 70","2020-11-06 18:30:00.000000",Active,Gurgaon-GT,NCR,Gurgaon,28.395,77.032
"G1389* Froceries (Essel tower)","2020-08-15 18:30:00.000000",Active,Gurgaon-GT,NCR,Gurgaon,28.477,77.074
"G1225* froceries (sector 65)","2020-11-08 18:30:00.000000",Active,Gurgaon-GT,NCR,Gurgaon,28.403,77.066
"G1306* Gopal ji(Amit)","2020-10-29 18:30:00.000000",Active,Gurgaon-GT,NCR,Gurgaon,28.455,76.977
"G1003* HAPPY GROCERY MART (Amit)","2021-03-15 18:30:00.000000",Active,Gurgaon-GT,NCR,Gurgaon,28.5,77.065
"G1046* haryana kishan mandi (sector -52)","2020-10-26 18:30:00.000000",Active,Gurgaon-GT,NCR,Gurgaon,28.44,77.078
"G1079* haryana kishan mandi (south city 2)","2020-10-26 18:30:00.000000",Active,Gurgaon-GT,NCR,Gurgaon,28.417,77.051
"G1103* ishanvi mart","2020-10-05 18:30:00.000000",Active,Gurgaon-GT,NCR,Gurgaon,28.41759768,77.02848413
"G1041* jagdamba super mart","2020-09-12 18:30:00.000000",Active,Gurgaon-GT,NCR,Gurgaon,28.435,77.06
"G1004* jai mata di deapartment store (Amit)","2020-10-26 18:30:00.000000",Active,Gurgaon-GT,NCR,Gurgaon,28.51802,77.07914
"G1122* jai shree balaji (sector-72)","2020-09-22 18:30:00.000000",Active,Gurgaon-GT,NCR,Gurgaon,28.4106058,77.03503866
"G1370* Kalindi departmental store","2020-10-26 18:30:00.000000",Active,Gurgaon-GT,NCR,Gurgaon,28.39662,77.06128
"G1146* khatana general store(Amit)","2020-10-26 18:30:00.000000",Active,Gurgaon-GT,NCR,Gurgaon,28.473,77.048
"G1020* kirana mart(Amit)","2020-10-25 18:30:00.000000",Active,Gurgaon-GT,NCR,Gurgaon,28.51271,77.03817
"G1087* komal store","2020-10-09 18:30:00.000000",Active,Gurgaon-GT,NCR,Gurgaon,28.42487,77.05888
"G1358* lakshay bakery (sector-56)","2020-09-18 18:30:00.000000",Active,Gurgaon-GT,NCR,Gurgaon,28.423,77.093
"G1470* local vendor","2020-08-12 18:30:00.000000",Active,NCR-UB,NCR,Gurgaon,NULL,NULL
"G1002* Om all fresh (sector-22A) (Amit)","2020-11-08 18:30:00.000000",Active,Gurgaon-GT,NCR,Gurgaon,28.5,77.065
"G1378* Shivam Vita Dairy 1","2020-08-08 18:30:00.000000",Active,Gurgaon-GT,NCR,Gurgaon,28.4683185,77.0917691
"G1044* shubham general store (sector-52)","2020-10-07 18:30:00.000000",Active,Gurgaon-GT,NCR,Gurgaon,28.442,77.076
"G1295* shree siddhi vinayak super mart(Amit)","2020-10-29 18:30:00.000000",Active,Gurgaon-GT,NCR,Gurgaon,28.442,77.009
"G1045* supermarche 52","2020-12-13 18:30:00.000000",Active,Gurgaon-GT,NCR,Gurgaon,28.441,77.078
"G1029* TODAY BAZAAR(Amit)","2020-11-20 18:30:00.000000",Active,Gurgaon-GT,NCR,Gurgaon,28.503,77.032
"G1471* AAIDEA SOLUTIONS PRIVATE LIMITED (milk basket) (Amit)","2020-11-27 18:30:00.000000",Active,NCR-ON-MT,NCR,Gurgaon,NULL,NULL
"G1347* Hewo Supermart (Sector 56)","2020-10-27 18:30:00.000000",Active,Gurgaon-GT,NCR,Gurgaon,28.429,77.101
"G1040* Quality mart","2020-12-15 18:30:00.000000",Active,Gurgaon-GT,NCR,Gurgaon,28.428,77.05
"G1134* laxmi general store sector 15-1(Amit)","2020-11-24 18:30:00.000000",Active,Gurgaon-GT,NCR,Gurgaon,28.449,77.036
"G1351* j.v.t milk (sector-56)","2020-09-18 18:30:00.000000",Active,Gurgaon-GT,NCR,Gurgaon,28.43,77.097
"G1142* Quik pick store (Amit)","2020-12-14 18:30:00.000000",Active,Gurgaon-GT,NCR,Gurgaon,28.4705068,77.0383012
"G1277* F&B 24 (KISAN MANDI) (Amit)","2020-12-14 18:30:00.000000",Active,Gurgaon-GT,NCR,Gurgaon,28.502,77.028
"G1077* sandeep fruit & VEG","2020-12-15 18:30:00.000000",Active,Gurgaon-GT,NCR,Gurgaon,28.416,77.045
"G1185* jagdamba general store (Amit)","2020-12-15 18:30:00.000000",Active,Gurgaon-GT,NCR,Gurgaon,28.39181,76.95898
"G1170* KISAN MANDI VATIKA TOWN SQUARE(Amit)","2020-12-18 18:30:00.000000",Active,Gurgaon-GT,NCR,Gurgaon,28.389,76.969
"G1061* ganesh fruit & veg","2020-12-18 18:30:00.000000",Active,Gurgaon-GT,NCR,Gurgaon,28.426,77.043
"G1234* Smart Needs M3M(R)","2020-12-29 18:30:00.000000",Active,Gurgaon-GT,NCR,Gurgaon,28.389,77.06
"G1492* Yadav Traders (R)","2020-12-20 18:30:00.000000",Active,Gurgaon-GT,NCR,Gurgaon,28.49,77.094
"G1313* Balaji Super Store (amit)","2020-12-24 18:30:00.000000",Active,Gurgaon-GT,NCR,Gurgaon,28.463,77.01
"G1437* Happy Grocery Mart (Rajeev)","2020-12-25 18:30:00.000000",Active,Gurgaon-GT,NCR,Gurgaon,28.453,77.08
"G1472* local Vendor (SAHIL)","2020-12-26 18:30:00.000000",Active,NCR-UB,NCR,Gurgaon,NULL,NULL
"G1366* Azad Dairy Sec-57 (R)","2020-12-06 18:30:00.000000",Active,Gurgaon-GT,NCR,Gurgaon,28.421,77.076
"G1181* Balaji Super Mart","2020-12-29 18:30:00.000000",Active,Gurgaon-GT,NCR,Gurgaon,28.395,76.958
"G1276* BANDHU SUPER MART (Amit)","2021-01-03 18:30:00.000000",Active,Gurgaon-GT,NCR,Gurgaon,28.509,77.027
"D2044* Brijwasi Dep store (ABHI)","2021-01-04 18:30:00.000000",Active,Delhi-GT,NCR,Delhi,28.59,77.061
"G1065* amit gen store (v)","2021-01-05 18:30:00.000000",Active,Gurgaon-GT,NCR,Gurgaon,28.434,77.069
"D2052* Gayatri Premium Mart (ABHI)","2021-01-07 18:30:00.000000",Active,Delhi-GT,NCR,Delhi,28.588,77.072
"G1446* Jarnail Enterprises Sector-53(Rahul)","2021-01-10 18:30:00.000000",Active,Gurgaon-GT,NCR,Gurgaon,28.443,77.101
"G1054* 9 O NINE","2021-01-11 18:30:00.000000",Active,Gurgaon-GT,NCR,Gurgaon,28.433,77.075
"G1043* Green Chick Chop Sec-46(vikas)","2021-01-12 18:30:00.000000",Active,Gurgaon-GT,NCR,Gurgaon,28.435,77.06
"D2274* H.N Enterprises (Saket) (ABHI)","2021-01-17 18:30:00.000000",Active,Delhi-GT,NCR,Delhi,28.523,77.215
"D2087* GR Food Emporioes (Alaknanda)(ABHI)","2021-01-17 18:30:00.000000",Active,Delhi-GT,NCR,Delhi,28.528,77.247
"D2088* Green Chick Chop (kailash colony)(ABHI)","2021-01-17 18:30:00.000000",Active,Delhi-GT,NCR,Delhi,28.553,77.242
"D2356* VS Enterprises (lodhi road)(ABHI)","2021-01-17 18:30:00.000000",Active,Delhi-GT,NCR,Delhi,28.581,77.221
"D2089* GR Food Emporioes malviya (ABHI)","2021-01-17 18:30:00.000000",Active,Delhi-GT,NCR,Delhi,28.534,77.209
"D2090* GR Food Emporioes Commercial Shop (ABHI)","2021-01-17 18:30:00.000000",Active,Delhi-GT,NCR,Delhi,28.541,77.235
"D2275* H.N Enterprises Shop no-15(Defence Colony) (ABHI)","2021-01-17 18:30:00.000000",Active,Delhi-GT,NCR,Delhi,28.577,77.238
"D2276* Green Chick Chop (Yusuf Sarai) (ABHI)","2021-01-17 18:30:00.000000",Active,Delhi-GT,NCR,Delhi,28.558,77.207
"D2277* Green Chick Chop Safdarjung Enclave (ABHI)","2021-01-17 18:30:00.000000",Active,Delhi-GT,NCR,Delhi,28.562,77.201
"D2278* Jarnail Enterprises Vasant Vihar (ABHI)","2021-01-17 18:30:00.000000",Active,Delhi-GT,NCR,Delhi,28.561,77.16
"D2279* Green Chick Chop Vasant Kunj (ABHI)","2021-01-17 18:30:00.000000",Active,Delhi-GT,NCR,Delhi,28.532,77.154
"D2091* GR Food Emporioes Square Mall (ABHI)","2021-01-17 18:30:00.000000",Active,Delhi-GT,NCR,Delhi,28.525,77.157
"G1015* KISHORE FRESH FRUIT & VEGETABLES","2021-01-18 18:30:00.000000",Active,Gurgaon-GT,NCR,Gurgaon,28.511,77.049
"D2280* H.N Enterprises Supreme Plaza (ABHI)","2021-01-19 18:30:00.000000",Active,Delhi-GT,NCR,Delhi,28.592,77.059
"G1080* Green Chick 49 (V)","2021-01-21 18:30:00.000000",Active,Gurgaon-GT,NCR,Gurgaon,28.419,77.053
"G1317* Green Chick Chop (railway road) (Amit)","2021-01-22 18:30:00.000000",Active,Gurgaon-GT,NCR,Gurgaon,28.47096,77.01895
"G1440* Green Chick Vyapar kendra (rajeev)","2021-01-23 18:30:00.000000",Active,Gurgaon-GT,NCR,Gurgaon,28.461,77.083
"D2003* Rajeev Store (ABHI)","2021-01-26 18:30:00.000000",Active,Delhi-GT,NCR,Delhi,28.528,77.256
"D2004* Dawar Store (ABHI)","2021-01-26 18:30:00.000000",Active,Delhi-GT,NCR,Delhi,28.529,77.254
"G1177* Green Chick Chop (Sapphier Mall)(Amit)","2021-02-02 18:30:00.000000",Active,Gurgaon-GT,NCR,Gurgaon,28.393,76.968
"G1139* Green Chick Chop Sec15-2 (amit)","2021-02-01 18:30:00.000000",Active,Gurgaon-GT,NCR,Gurgaon,28.459,77.043
"G1086* Jitendra Fruits and Veg(VIKAS)","2021-02-03 18:30:00.000000",Active,Gurgaon-GT,NCR,Gurgaon,28.414,77.066
"F3002* Sapra Food Enterprises (Abhi)","2021-02-06 18:30:00.000000",Active,Gurgaon-GT,NCR,Faridabad,NULL,NULL
"G1304* Ashok General Store (amit)","2021-02-05 18:30:00.000000",Active,Gurgaon-GT,NCR,Gurgaon,28.448,76.983
"D2015* The Chick Choice (abhi)","2021-02-08 18:30:00.000000",Active,Delhi-GT,NCR,Delhi,28.543,77.253
"D2033* Goyal store (Abhi)","2021-02-08 18:30:00.000000",Active,Delhi-GT,NCR,Delhi,28.582,77.221
"G1188* Haryana Fresh Kisan Mandi (amit)","2021-02-11 18:30:00.000000",Active,Gurgaon-GT,NCR,Gurgaon,28.403,76.937
"G1482* Super Infotech Solutions PVT LTD","2021-02-12 18:30:00.000000",Active,NCR-ON-MT,NCR,Delhi,NULL,NULL
"G1671* SPENCERS Aardee City","2021-02-13 18:30:00.000000",Active,NCR-OF-MT,NCR,Gurgaon,28.44172,77.07364
"F3025* SPENCERS FaridabadSECTOR-29 HUDA MARKET","2021-02-14 18:30:00.000000",Active,NCR-OF-MT,NCR,Faridabad,28.43337,77.31943
"N4003* SPENCERS  LOWER GROUND , SECTOR 48, NOIDA","2021-02-15 18:30:00.000000",Active,NCR-OF-MT,NCR,Noida,28.55536,77.37057
"N4001* SPENCER'S SUPER TECH SHOPPRIX SECTOR-61, NOIDA","2021-02-15 18:30:00.000000",Active,NCR-OF-MT,NCR,Noida,28.59733,77.36258
"G1485* SPENCER'S SECTOR - 4, CROSSING OLD RAILWAY ROAD GURGAON","2021-02-14 18:30:00.000000",Active,NCR-OF-MT,NCR,Gurgaon,28.47311,77.01538
"N4002* SPENCERS RETAIL LTD NORTH EYENAGAR NOIDA","2021-02-15 18:30:00.000000",Active,NCR-OF-MT,NCR,Noida,28.59725,77.36259
"N4004* SPENCERS SECTOR-51, GAUTAM BUDDHA NAGAR TAHSIL  NOIDA-","2021-02-15 18:30:00.000000",Active,NCR-OF-MT,NCR,Noida,28.5796,77.36377
"D2067* Shyam Super Store Sector-12 (abhi)","2021-02-16 18:30:00.000000",Active,Delhi-GT,NCR,Delhi,28.592,77.045
"D2037* Sardar Meat Shop Khanna MKT (Abhi)","2021-02-19 18:30:00.000000",Active,Delhi-GT,NCR,Delhi,28.584,77.221
"G1091* M2k Store (V)","2021-03-02 18:30:00.000000",Active,Gurgaon-GT,NCR,Gurgaon,28.42657,77.0553
"G1404* Need Garments DLF PHASE2 (R)","2021-03-08 18:30:00.000000",Active,Gurgaon-GT,NCR,Gurgaon,28.482,77.086
"G1053* Sara mart Sec 52 (V)","2021-03-09 18:30:00.000000",Active,Gurgaon-GT,NCR,Gurgaon,28.435,77.078
"G1293* TOPADHANI MORDEN BAZAAR (amit)","2021-03-10 18:30:00.000000",Active,Gurgaon-GT,NCR,Gurgaon,28.441,77.007
"G1316* A Family Super Railway Road (amit)","2021-03-12 18:30:00.000000",Active,Gurgaon-GT,NCR,Gurgaon,28.483,77.014
"D2318* Shiva store","2021-03-26 10:58:33.000000",Active,Delhi-GT,NCR,Delhi,28.531,77.254
"G1488* Big Basket (G)","2021-03-25 18:30:00.000000",Active,NCR-ON-MT,NCR,Gurgaon,NULL,NULL
"G1258* Sri ashirwad Megha Mart Sec 107 (amit)","2021-04-06 05:05:09.000000",Active,Gurgaon-GT,NCR,Gurgaon,28.515,76.974
"G1260* Balaji Mega mart (amit)","2021-04-06 05:10:38.000000",Active,Gurgaon-GT,NCR,Gurgaon,28.50667,77.00211
"G1457* Mother Dairy 924 Sector 23 (amit)","2021-03-27 18:30:00.000000",Active,Gurgaon-GT,NCR,Gurgaon,28.511,77.049
"G1099* Real fresh","2021-04-10 12:25:51.000000",Active,Gurgaon-GT,NCR,Gurgaon,28.40605,77.04628
"D2207* Sahni confectioner","2021-04-12 07:13:31.000000",Active,Delhi-GT,NCR,Delhi,28.537,77.248
"D2124* Mother dairy Booth 37","2021-04-12 07:13:31.000000",Active,Delhi-GT,NCR,Delhi,28.544,77.23
"D2208* Love store","2021-04-12 07:23:12.000000",Active,Delhi-GT,NCR,Delhi,28.534,77.244
"D2125* Khandelwal store","2021-04-12 07:27:27.000000",Active,Delhi-GT,NCR,Delhi,28.534,77.244
"D2211* Bio greens","2021-04-12 07:32:27.000000",Active,Delhi-GT,NCR,Delhi,28.547,77.244
"G1027* Harish Di Hatti","2021-04-12 07:36:44.663948",Active,Gurgaon-GT,NCR,Gurgaon,28.508,77.031
"D2130* Hari ram baghel store","2021-04-12 07:41:59.000000",Active,Delhi-GT,NCR,Delhi,28.559,77.228
"D2139* Basudev store","2021-04-12 08:15:10.000000",Active,Delhi-GT,NCR,Delhi,28.54,77.249
"D2143* Nadeem fruits","2021-04-12 08:24:55.000000",Active,Delhi-GT,NCR,Delhi,28.469,77.187
"D2172* Gupta plastic store","2021-04-12 08:31:11.000000",Active,Delhi-GT,NCR,Delhi,28.521,77.216
"D2149* Diamond super store","2021-04-13 08:21:59.918206",Active,Delhi-GT,NCR,Delhi,28.568,77.279
"D2226* Family needs super market","2021-04-13 15:43:38.577435",Active,Delhi-GT,NCR,Delhi,28.565,77.279
"D2110* Ujjwal fresh fruits &Vegetable","2021-04-13 16:04:59.000000",Active,Delhi-GT,NCR,Delhi,28.56,77.06
"D2165* Delhi fruit & vegetable (niti bagh)","2021-04-16 14:28:46.000000",Active,Delhi-GT,NCR,Delhi,28.56,77.218
"D2166* Neeti store","2021-04-16 14:33:08.000000",Active,Delhi-GT,NCR,Delhi,28.559,77.215
"D2162* Shri mahadev store kidwani nagar","2021-04-16 14:36:00.000000",Active,Delhi-GT,NCR,Delhi,28.574,77.217
"F3021* Delighted GROCERS(Faridabad)","2021-04-16 14:45:00.000000",Active,Gurgaon-GT,NCR,Faridabad,NULL,NULL
"G1100* Garima Store Sector-50","2021-04-20 12:36:37.000000",Active,Gurgaon-GT,NCR,Gurgaon,28.41382,77.06583
"D2245* Shiv provision store","2021-04-20 14:07:54.000000",Active,Delhi-GT,NCR,Delhi,28.537,77.248
"D2246* Garg store","2021-04-20 14:14:11.000000",Active,Delhi-GT,NCR,Delhi,28.534,77.244
"D2173* In & out","2021-04-23 17:07:17.000000",Active,Delhi-GT,NCR,Delhi,28.569,77.222
"D2171* Gupta Groceries","2021-04-23 17:18:26.729079",Active,Delhi-GT,NCR,Delhi,28.574,77.217
"D2251* Kerala store","2021-04-24 14:45:59.024185",Active,Delhi-GT,NCR,Delhi,28.534,77.23
"D2178* Verma provision super store","2021-04-27 14:56:47.047800",Active,Delhi-GT,NCR,Delhi,28.52,77.212
"D2199* 7 Horses Enterprises","2021-04-27 15:02:31.000000",Active,Delhi-GT,NCR,Delhi,28.516,77.206
"D2269* king bazar","2021-04-27 15:16:42.000000",Active,Delhi-GT,NCR,Delhi,28.509,77.201
"D2201* Sadar Bazar","2021-04-27 15:23:57.000000",Active,Delhi-GT,NCR,Delhi,28.513,77.203
"D2197* DMS 1287-88 (GK 2)","2021-05-03 15:01:39.000000",Active,Delhi-GT,NCR,Delhi,28.54,77.239
"G1291* Alka Mart New","2021-05-03 20:31:57.494227",Active,Gurgaon-GT,NCR,Gurgaon,28.519,77.016
"D2118* Morning choice(Kailash colony)","2021-05-05 02:31:12.508299",Active,Delhi-GT,NCR,Delhi,28.553,77.243
"D2119* MRPC Wholesale HuB(Govindpuri Extn)","2021-05-06 14:55:22.814184",Active,Delhi-GT,NCR,Delhi,28.535,77.258
"D2306* B.R chawla store","2021-05-08 17:39:14.728880",Active,Delhi-GT,NCR,Delhi,28.582,77.179
"D2282* Imran store","2021-05-11 04:58:10.733867",Active,Delhi-GT,NCR,Delhi,28.522,77.216
"D2311* Morning Store","2021-05-15 06:53:55.436753",Active,Delhi-GT,NCR,Delhi,28.523,77.159
"D2312* Mother dairy 137","2021-05-15 06:56:29.663520",Active,Delhi-GT,NCR,Delhi,28.523,77.159
"G1463* Spencer Retail ardee city (vikas)","2021-02-13 18:30:00.000000",Active,NCR-OF-MT,NCR,Gurgaon,28.44341,77.07734
"G1642* samar departmental store(Amit)","2021-05-14 18:30:00.000000",Active,Gurgaon-GT,NCR,Gurgaon,28.509,77.031
"F3026* SPENCERS S21 FARIDABAD","2021-05-14 18:30:00.000000",Active,NCR-OF-MT,NCR,Faridabad,28.43084,77.29403
"D2322* Pal super store(Vasant vihar)","2021-05-17 17:41:03.000000",Active,Delhi-GT,NCR,Delhi,28.568,77.159
"D2326* Sunder general store","2021-05-18 16:56:10.205274",Active,Delhi-GT,NCR,Delhi,28.525,77.192
"D2328* SAVERS BAZAAR(Govindpuri) ","2021-05-19 08:18:56.222794",Active,Delhi-GT,NCR,Delhi,28.54,77.262
"G1693* Shanti Super Store","2021-05-24 11:25:46.414392",Active,Gurgaon-GT,NCR,Gurgaon,28.479,77.061
"D2341* 3840 Easy day. Jaitpur","2021-05-24 12:11:30.000000",Active,NCR-OF-MT,NCR,Gurgaon,NULL,NULL
"D2342* 7337 Easy day Satya Niketan","2021-05-24 12:14:36.000000",Active,NCR-OF-MT,NCR,Gurgaon,NULL,NULL
"D2343* 7343 easy day Lajpat nagar","2021-05-24 12:19:31.000000",Active,NCR-OF-MT,NCR,Gurgaon,NULL,NULL
"D2344* 7345 Easy day Tuglakabad","2021-05-24 12:22:34.000000",Active,NCR-OF-MT,NCR,Gurgaon,NULL,NULL
"D2345* 7365 Easy day Bhagwan nagar","2021-05-24 12:25:55.000000",Active,NCR-OF-MT,NCR,Gurgaon,NULL,NULL
"D2346* A. K Departmental store (Govindpuri)","2021-05-24 16:23:12.000000",Active,Delhi-GT,NCR,Delhi,28.535,77.258
"D2348* 7366 EASY DAY SARITA VIHAR","2021-05-25 03:25:50.000000",Active,NCR-OF-MT,NCR,Gurgaon,NULL,NULL
"D2349* 7377   easy day katwaria sarai","2021-05-25 03:29:26.000000",Active,NCR-OF-MT,NCR,Gurgaon,NULL,NULL
"D2350* 7381 EASYDAY MASIHGARH JAMIA NAGAR","2021-05-25 03:33:40.000000",Active,NCR-OF-MT,NCR,Gurgaon,NULL,NULL
"D2351* 7382 EASYDAY SAFDARJUNG ENCLAVE","2021-05-25 03:38:20.000000",Active,NCR-OF-MT,NCR,Gurgaon,NULL,NULL
"D2352* 7383  EASYDAY  AYA   NAGAR","2021-05-25 03:41:23.000000",Active,NCR-OF-MT,NCR,Gurgaon,NULL,NULL
"D2353* 7391  EASYDAY  KILOKARI","2021-05-25 03:44:51.000000",Active,NCR-OF-MT,NCR,Gurgaon,NULL,NULL
"D2354* 3842  EASYDAY  MEETHAPUR","2021-05-25 03:47:54.000000",Active,NCR-OF-MT,NCR,Gurgaon,NULL,NULL
"D2355* 7393  EASYDAY  GHITHORNI","2021-05-25 03:50:55.000000",Active,NCR-OF-MT,NCR,Gurgaon,NULL,NULL
"G1697* Farmers fresh kishan mandi 45","2021-05-25 11:06:08.000000",Active,Gurgaon-GT,NCR,Gurgaon,28.445,77.063
"G1706* Murti fruit & vegetables","2021-05-27 13:01:33.000000",Active,Gurgaon-GT,NCR,Gurgaon,28.508,77.031
"G1708* HARISH BAKER'S & CONFECTIONERS PVT LTD","2021-05-27 13:06:28.335097",Active,Gurgaon-GT,NCR,Gurgaon,28.452,77.044
"D2358* Mark super store","2021-05-28 04:15:31.485947",Active,Delhi-GT,NCR,Delhi,28.565,77.286
"D2359* Averon enterprise(jamia","2021-05-28 04:18:54.000000",Active,Delhi-GT,NCR,Delhi,28.551,77.3
"D2362* Rahim general store","2021-05-28 04:28:02.000000",Active,Delhi-GT,NCR,Delhi,28.468,77.187
"G1710* Alka mart 70","2021-05-28 09:57:25.861407",Active,Gurgaon-GT,NCR,Gurgaon,28.394,77.022
"D2365* 3900 easyday zakir nagar","2021-05-29 07:25:27.000000",Active,NCR-OF-MT,NCR,Gurgaon,NULL,NULL
"D2366* 4201 Easy DAY DEVLI ROAD KHANPUR","2021-05-29 07:43:19.000000",Active,NCR-OF-MT,NCR,Gurgaon,NULL,NULL
"D2367* 5118 EASY DAY PEEPAL VALA CHOWK","2021-05-29 07:49:48.000000",Active,NCR-OF-MT,NCR,Gurgaon,NULL,NULL
"D2368* 7247 EASY DAY DARIA GANJ","2021-05-29 07:53:57.000000",Active,NCR-OF-MT,NCR,Gurgaon,NULL,NULL
"D2369* 7256 EASY DAY ARJUN NAGAR KOTLA","2021-05-29 08:00:13.000000",Active,NCR-OF-MT,NCR,Gurgaon,NULL,NULL
"D2370* 7282 EASYDAY JUNGPURA","2021-05-29 08:08:10.000000",Active,NCR-OF-MT,NCR,Gurgaon,NULL,NULL
"D2371* 7336 EASY DAY AMRITPURI","2021-05-29 08:16:47.000000",Active,NCR-OF-MT,NCR,Gurgaon,NULL,NULL
"G1717* AMPM STORE SEC-31","2021-05-29 13:15:02.932805",Active,Gurgaon-GT,NCR,Gurgaon,28.453,77.05
"G1719* Day Night 24/7- 54","2021-06-02 06:23:52.000000",Active,Gurgaon-GT,NCR,Gurgaon,28.433,77.105
"G1726* URBAN MERCADO (Vipul World)","2021-06-02 10:43:25.425268",Active,Gurgaon-GT,NCR,Gurgaon,28.411,77.036
"G1733* HAPPY MART","2021-06-02 11:11:02.679993",Active,Gurgaon-GT,NCR,Gurgaon,28.389,76.95
"G1734* VISHAKHA SUPER MART","2021-06-02 11:16:03.423693",Active,Gurgaon-GT,NCR,Gurgaon,28.389,76.954
"G1735* HOME DAILY NEEDS","2021-06-02 11:23:23.062695",Active,Gurgaon-GT,NCR,Gurgaon,28.389,76.954
"D2388* Kishan store","2021-06-02 17:56:41.952596",Active,Delhi-GT,NCR,Delhi,28.522,77.216
"D2390* Harsh provisn stor","2021-06-02 18:00:51.000000",Active,Delhi-GT,NCR,Delhi,28.562,77.197
"D2391* Mittal store (air force","2021-06-02 18:03:48.000000",Active,Delhi-GT,NCR,Delhi,28.499,77.144
"G1742* Shri Shyam General Store-67","2021-06-03 10:20:23.915755",Active,Gurgaon-GT,NCR,Gurgaon,28.389,77.056
"D2406* 7259 Easy Day delhi kalka ji-1","2021-06-04 10:02:16.000000",Active,NCR-OF-MT,NCR,Gurgaon,NULL,NULL
"D2407* 3892 Easy Day new delhi kalka jii 2","2021-06-04 10:07:13.000000",Active,NCR-OF-MT,NCR,Gurgaon,NULL,NULL
"D2408* 3899  Easy day RAFI COMPLEX","2021-06-04 10:12:40.000000",Active,NCR-OF-MT,NCR,Gurgaon,NULL,NULL
"D2409* 7348 EASY DAY NEW KALKA JI 4","2021-06-04 10:17:19.000000",Active,NCR-OF-MT,NCR,Gurgaon,NULL,NULL
"D2410* 7367 Easy Day KALKA JI 2 DDA FLAT","2021-06-04 10:20:26.000000",Active,NCR-OF-MT,NCR,Gurgaon,NULL,NULL
"D2411* 3796 EASY DAY  SECTOR 12 DWARKA","2021-06-04 10:41:00.000000",Active,NCR-OF-MT,NCR,Gurgaon,NULL,NULL
"D2412* 3790 EASY DAY MATIALA RD","2021-06-04 10:45:34.000000",Active,NCR-OF-MT,NCR,Gurgaon,NULL,NULL
"D2413* 7255 EASYDAY KAKROLA HOUSE DWARKA","2021-06-04 10:51:45.000000",Active,NCR-OF-MT,NCR,Gurgaon,NULL,NULL
"D2414* 7387 EASY DAY KAPASHERA VILLAGE","2021-06-04 11:01:11.000000",Active,NCR-OF-MT,NCR,Gurgaon,NULL,NULL
"D2415* 3808 EASY DAY PALAM COLONY","2021-06-04 11:08:15.000000",Active,NCR-OF-MT,NCR,Gurgaon,NULL,NULL
"D2416* 7394 EASYDAY BIJWASAN","2021-06-04 11:14:04.000000",Active,NCR-OF-MT,NCR,Gurgaon,NULL,NULL
"D2417* 3479 EASYDAY DWARKA SECTOR 7","2021-06-04 11:18:09.000000",Active,NCR-OF-MT,NCR,Gurgaon,NULL,NULL
"D2418* 3844 EASYDAY AMBERHAI","2021-06-04 11:21:16.000000",Active,NCR-OF-MT,NCR,Gurgaon,NULL,NULL
"D2419* 3849 EASYDAY DWARKA SECTOR 17","2021-06-04 11:26:20.000000",Active,NCR-OF-MT,NCR,Gurgaon,NULL,NULL
"D2425* City store(Saheen bagh) ","2021-06-05 08:26:29.736308",Active,Delhi-GT,NCR,Delhi,28.55,77.301
"G1760* Sangam bazar- 56","2021-06-05 10:14:42.000000",Active,Gurgaon-GT,NCR,Gurgaon,28.421,77.091
"G1762* Sai dairy 49","2021-06-05 10:37:31.000000",Active,Gurgaon-GT,NCR,Gurgaon,28.41,77.05
"G1763*  Tulsi gen store","2021-06-05 10:39:53.007259",Active,Gurgaon-GT,NCR,Gurgaon,28.406,77.043
"G1766* LAXMI STORE","2021-06-05 11:02:45.000000",Active,Gurgaon-GT,NCR,Gurgaon,28.47012,77.01465
